Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%?,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G
1,Naz Mitrou-Long\mitrona01,SG,24,UTA,1,0,1,1,1,1,1,1,1,0,0,,1.5,0,0,,0,0,0,0,0,0,0,0,3
2,Johnathan Motley\motlejo01,PF,22,DAL,2,0,2,1.5,1.5,1,0,0,,1.5,1.5,1,1,1.5,3,0.5,0,2,2,0,0,0.5,0,0,4.5
3,Marshall Plumlee\plumlma02,C,25,MIL,4,0,5,0.3,0.3,1,0,0,,0.3,0.3,1,1,2,2.5,0.8,0.5,1.8,2.3,0,0,0.3,0.5,1,2.5
4,Nick Collison\collini01,PF,37,OKC,8,0,5.5,0.6,0.8,0.833,0,0,,0.6,0.8,0.833,0.833,0.4,0.5,0.75,0.4,1,1.4,0.4,0,0,0.3,0.6,1.6
5,Adreian Payne\paynead01,PF,26,ORL,5,0,8.6,1.4,2,0.7,0.4,0.6,0.667,1,1.4,0.714,0.8,1,1.2,0.833,0.4,1.4,1.8,0,0.4,0,0.4,1.2,4.2
6,Ivan Rabb\rabbiv01,PF,20,MEM,12,1,10.2,2.1,3,0.694,0,0,,2.1,3,0.694,0.694,0.8,0.9,0.818,1.3,1.5,2.8,0.7,0,0.3,0.8,1.2,4.9
7,Andrew Bogut\bogutan01,C,33,LAL,24,5,9,0.7,1,0.68,0,0,,0.7,1,0.68,0.68,0.1,0.1,1,1.1,2.2,3.3,0.6,0.2,0.5,0.8,1.7,1.5
8,Willie Reed\reedwi02,C,27,LAC,39,5,10.7,2.1,3.1,0.667,0,0.1,0.5,2,3,0.669,0.671,0.8,1.4,0.582,0.9,2.2,3.1,0.2,0.2,0.6,0.5,1.4,4.9
9,Salah Mejri\mejrisa01,C,31,DAL,47,1,12.1,1.4,2.2,0.667,0,0,0,1.4,2.1,0.68,0.667,0.6,1.1,0.52,1.4,2.8,4.2,0.5,0.4,1.1,0.6,2.1,3.4
10,DeAndre Jordan\jordade01,C,29,LAC,45,45,32.1,4.8,7.3,0.665,0,0,,4.8,7.3,0.665,0.665,2.1,3.6,0.589,4.3,10.6,14.9,1.2,0.4,1,1.7,2.9,11.8
11,Jordan Bell\belljo01,C,23,GSW,38,11,14.4,2.3,3.4,0.664,0,0.1,0,2.3,3.4,0.68,0.664,0.5,0.8,0.667,1.2,2.7,3.9,1.8,0.7,1.1,1,1.9,5.1
12,Clint Capela\capelca01,C,23,HOU,44,44,26.7,6.1,9.2,0.659,0,0,0,6.1,9.2,0.661,0.659,2.1,3.5,0.594,3.2,7.6,10.8,1.1,0.8,1.7,1.6,2.8,14.2
13,Steven Adams\adamsst01,C,24,OKC,46,46,32.2,6,9.3,0.64,0,0,0,6,9.3,0.643,0.64,1.9,3.2,0.585,5.3,3.8,9.1,1,1.2,1,1.6,2.9,13.8
14,JaVale McGee\mcgeeja01,C,30,GSW,35,4,8.1,1.8,2.8,0.639,0,0.1,0,1.8,2.6,0.674,0.639,0.5,0.7,0.76,0.7,1.2,1.9,0.5,0.3,0.7,0.4,1.2,4.1
15,Jakob Poeltl\poeltja01,C,22,TOR,49,0,17.8,3,4.7,0.638,0,0,0.5,3,4.7,0.639,0.64,0.7,1.4,0.529,2.2,2.5,4.7,0.5,0.3,1.2,0.9,2.6,6.8
16,Brice Johnson\johnsbr02,PF,23,LAC,9,0,4.2,0.8,1.2,0.636,0,0.1,0,0.8,1.1,0.7,0.636,0.2,0.2,1,0.2,1.2,1.4,0.1,0.7,0.2,0.4,0.8,1.8
17,Kyle Collinsworth\colliky01,SF,26,DAL,11,0,10.5,0.9,1.5,0.625,0.2,0.3,0.667,0.7,1.2,0.615,0.688,0.5,1.1,0.417,0.4,2.2,2.5,0.8,0.6,0,0.5,1.2,2.5
18,Deyonta Davis\davisde01,C,21,MEM,36,1,12.5,2.1,3.4,0.621,0,0,,2.1,3.4,0.621,0.621,0.7,1,0.686,1.1,2.3,3.5,0.5,0.3,0.7,0.6,1.9,4.9
19,Tyson Chandler\chandty01,C,35,PHO,38,38,25.4,2.6,4.1,0.618,0,0,,2.6,4.1,0.618,0.618,1.4,2.2,0.619,3.1,6.5,9.6,1.1,0.3,0.6,1.3,2.5,6.5
20,Miles Plumlee\plumlmi01,C,29,ATL,32,29,17,2,3.3,0.61,0,0,,2,3.3,0.61,0.61,0.5,1.1,0.457,1.5,2.5,4,0.9,0.4,0.6,1.1,1.4,4.5
21,Enes Kanter\kanteen01,C,25,NYK,49,49,25.6,6,9.9,0.609,0,0,0,6,9.8,0.611,0.609,2,2.3,0.876,3.4,6.8,10.3,1.5,0.5,0.6,1.8,2.6,14
22,Meyers Leonard\leoname01,C,25,POR,17,2,8.9,1.8,3,0.608,0.4,0.9,0.467,1.4,2.1,0.667,0.676,0.4,0.5,0.75,0.4,1.8,2.2,0.5,0.2,0,0.3,1.3,4.4
23,Larry Nance\nancela02,PF,25,LAL,39,17,22.5,3.7,6.2,0.603,0,0.1,0,3.7,6.1,0.611,0.603,1.4,2.2,0.624,2.5,4.3,6.7,1.4,1.5,0.5,0.9,2.8,8.8
24,Montrezl Harrell\harremo01,C,24,LAC,44,3,15.4,3.6,6,0.603,0,0,0,3.6,5.9,0.608,0.603,1.6,2.6,0.632,1.4,2.6,4,0.8,0.4,0.6,0.8,1.7,8.8
25,David West\westda01,C,37,GSW,49,0,13.4,3.1,5.1,0.602,0.1,0.1,0.429,3,4.9,0.607,0.608,0.8,1.1,0.712,0.9,2.5,3.3,1.8,0.6,1.1,1,1.6,6.9
26,Greg Monroe\monrogr01,C,27,TOT,25,14,21.8,4.5,7.5,0.601,0,0,,4.5,7.5,0.601,0.601,1.3,2,0.66,2.2,5.2,7.4,2.2,0.6,0.2,1.8,1.9,10.4
27,Nene Hilario\hilarne01,C,35,HOU,33,3,14.8,2.9,4.8,0.601,0,0.1,0,2.9,4.7,0.609,0.601,1.3,2,0.667,0.9,2.4,3.3,0.9,0.5,0.3,0.8,2.5,7.1
28,Cristiano Felicio\feliccr01,C,25,CHI,28,0,13,1.6,2.7,0.6,0,0,,1.6,2.7,0.6,0.6,0.7,1.1,0.594,1,1.7,2.7,0.7,0.1,0.2,0.6,1.7,3.9
29,Daniel Hamilton\hamilda02,SG,22,OKC,2,0,4.5,1.5,2.5,0.6,0.5,1,0.5,1,1.5,0.667,0.7,0,0,,0,0.5,0.5,2,0.5,0,0,0,3.5
30,Willy Hernangomez\hernawi01,C,23,NYK,25,0,9.2,1.9,3.2,0.6,0,0.2,0.2,1.9,3,0.627,0.606,0.5,1.1,0.429,0.9,1.8,2.6,0.8,0.3,0.2,1,1.3,4.4
31,Vince Hunter\huntevi01,PF,23,MEM,4,0,1.8,0.8,1.3,0.6,0,0,,0.8,1.3,0.6,0.6,0,0,,0.5,0.3,0.8,0,0,0.3,0.3,0,1.5
32,Kevon Looney\looneke01,C,21,GSW,40,0,11.1,1.2,2.1,0.598,0,0,,1.2,2.1,0.598,0.598,0.6,1,0.6,1.1,1.7,2.8,0.6,0.3,0.6,0.5,1.4,3.1
33,John Collins\collijo01,PF,20,ATL,45,4,22.1,4.3,7.2,0.596,0.1,0.3,0.333,4.2,6.8,0.609,0.604,1.9,2.6,0.744,2.8,4.3,7,1,0.6,1.1,1.3,3,10.6
34,Lucas Nogueira\noguelu01,C,25,TOR,28,2,10.4,1.2,2,0.596,0.1,0.5,0.231,1.1,1.6,0.705,0.623,0.4,0.6,0.75,0.5,1.7,2.1,0.4,0.5,1.1,0.4,1.3,3
35,Zaza Pachulia\pachuza01,C,33,GSW,41,41,14.7,2.4,4,0.595,0,0,,2.4,4,0.595,0.595,1,1.3,0.827,1,3.7,4.8,1.7,0.6,0.2,1.1,1.7,5.8
36,John Henson\hensojo01,C,27,MIL,48,41,25.1,3.8,6.3,0.594,0,0.1,0,3.8,6.2,0.602,0.594,1.3,2.3,0.578,1.9,4.8,6.7,1.4,0.5,1.5,1.3,2.8,8.8
37,Omri Casspi\casspom01,SF,29,GSW,39,6,15.6,2.5,4.2,0.594,0.2,0.5,0.5,2.3,3.8,0.605,0.621,1.1,1.4,0.782,0.6,3.5,4.1,1.1,0.4,0.5,0.8,1.5,6.4
38,Kyle O'Quinn\oquinky01,C,27,NYK,50,3,16.7,2.6,4.5,0.587,0,0.1,0,2.6,4.4,0.603,0.587,1.3,1.7,0.767,1.4,4.2,5.7,1.9,0.4,1,1.4,2.6,6.6
39,Dwight Powell\poweldw01,C,26,DAL,51,1,18.7,2.7,4.6,0.586,0.3,1,0.26,2.5,3.7,0.674,0.614,1.2,1.7,0.674,1.5,3.3,4.8,0.8,0.8,0.4,0.6,2.3,6.9
40,Rudy Gobert\goberru01,C,25,UTA,24,24,30,4.5,7.7,0.584,0,0,,4.5,7.7,0.584,0.584,3.3,5,0.658,2.8,6.9,9.7,1.2,0.7,2.4,1.8,2.5,12.3
41,Mason Plumlee\plumlma01,C,27,DEN,50,26,20.9,3.1,5.4,0.581,0,0,0,3.1,5.4,0.584,0.581,1.1,2.7,0.421,1.9,4.1,6,2,0.7,1.2,1.6,2.4,7.4
42,Jarrett Allen\allenja01,C,19,BRK,43,2,17.4,2.7,4.7,0.576,0.1,0.2,0.429,2.7,4.6,0.582,0.584,1.3,1.7,0.761,1.8,3,4.8,0.5,0.4,0.8,1,2,6.8
43,Ed Davis\davised01,C,28,POR,51,0,18.8,2.2,3.9,0.573,0,0,,2.2,3.9,0.573,0.573,1.1,1.7,0.655,2.5,4.6,7.1,0.5,0.5,0.7,0.9,2.5,5.6
44,Taj Gibson\gibsota01,PF,32,MIN,54,54,33.6,5.2,9.1,0.572,0.1,0.6,0.233,5.1,8.5,0.594,0.579,1.7,2.2,0.756,2.6,4.9,7.4,1.3,0.9,0.7,1.1,2.6,12.2
45,Brandan Wright\wrighbr03,PF,30,MEM,26,1,13.5,2.1,3.7,0.568,0,0,,2.1,3.7,0.568,0.568,0.8,1.3,0.636,1.2,2.3,3.5,0.4,0.5,0.9,0.3,1,5
46,Tristan Thompson\thomptr01,C,26,CLE,30,9,19.9,2.3,4,0.567,0,0,,2.3,4,0.567,0.567,1,1.6,0.617,2.1,3.9,5.9,0.6,0.3,0.4,0.7,2.1,5.5
47,Tarik Black\blackta01,C,26,HOU,34,0,10.1,1.5,2.6,0.567,0,0.2,0,1.5,2.4,0.622,0.567,0.6,1.3,0.467,1.3,1.8,3,0.2,0.4,0.5,0.8,2.1,3.6
48,Jonas Valanciunas\valanjo01,C,25,TOR,45,45,21.4,4.6,8.2,0.565,0.2,0.6,0.423,4.4,7.6,0.576,0.58,2.3,2.7,0.858,2.3,6.1,8.4,0.8,0.4,0.7,1.5,2.7,11.8
49,JaKarr Sampson\sampsja02,SF,24,SAC,7,2,15.7,1.9,3.3,0.565,0.3,0.4,0.667,1.6,2.9,0.55,0.609,0.3,0.3,1,1.1,3.3,4.4,0.3,0.3,0.6,0.3,2.9,4.3
50,Cheick Diallo\diallch01,PF,21,NOP,23,0,6.7,1.1,2,0.565,0,0,,1.1,2,0.565,0.565,0.5,0.7,0.688,0.5,1.5,2,0.2,0,0,0.3,1.3,2.7
51,Mike Scott\scottmi01,PF,29,WAS,46,1,18.4,3.7,6.6,0.564,1,2.2,0.431,2.8,4.4,0.631,0.636,0.7,0.9,0.714,0.6,2.6,3.2,0.8,0.4,0.2,1.1,2.1,9.1
52,Hassan Whiteside\whiteha01,C,28,MIA,33,33,25.8,5.9,10.6,0.56,0.1,0.1,1,5.9,10.5,0.557,0.563,2.5,3.3,0.736,3,8.8,11.8,0.8,0.7,1.7,1.8,2.3,14.4
53,Bam Adebayo\adebaba01,C,20,MIA,42,10,20,2.6,4.6,0.56,0,0.1,0,2.6,4.5,0.571,0.56,1.7,2.2,0.745,1.6,3.4,5,1.5,0.6,0.6,1,2,6.8
54,Dewayne Dedmon\dedmode01,C,28,ATL,32,20,23.2,4.1,7.4,0.559,0.7,1.7,0.389,3.5,5.7,0.61,0.604,1.1,1.4,0.773,1.8,5.7,7.6,1.5,0.4,0.7,1.4,3,10
55,Alex Len\lenal01,C,24,PHO,43,2,20.8,3,5.4,0.558,0,0,,3,5.4,0.558,0.558,2.4,3.3,0.732,2.7,5.4,8.1,1.2,0.3,0.9,1.3,2.2,8.5
56,Trey Burke\burketr01,PG,25,NYK,8,0,12.6,3.1,5.6,0.556,0.4,1.1,0.333,2.8,4.5,0.611,0.589,0.8,1.1,0.667,0.3,0.6,0.9,3.4,0.1,0,0.5,0.6,7.4
57,Alfonzo McKinnie\mckinal01,SF,25,TOR,10,0,3.8,0.5,0.9,0.556,0.1,0.5,0.2,0.4,0.4,1,0.611,0.2,0.3,0.667,0,0.6,0.6,0.1,0.1,0.1,0.3,0.6,1.3
58,Julius Randle\randlju01,C,23,LAL,50,17,23.5,5.3,9.6,0.553,0.2,0.7,0.222,5.2,8.9,0.58,0.561,3,4.3,0.699,2,5.3,7.3,2.1,0.5,0.6,2.3,3.3,13.8
59,Ian Mahinmi\mahinia01,C,31,WAS,48,0,14.2,1.4,2.6,0.553,0,0,,1.4,2.6,0.553,0.553,1,1.5,0.714,1.6,2.1,3.7,0.7,0.5,0.5,1.2,3,3.9
60,Derrick Favors\favorde01,C,26,UTA,47,47,28.1,5.1,9.3,0.55,0.1,0.5,0.208,5,8.8,0.57,0.556,2,2.9,0.701,2.5,4.7,7.2,1.4,0.8,1,1.3,2.3,12.3
61,Kosta Koufos\koufoko01,C,28,SAC,47,7,19.1,2.7,4.9,0.55,0,0,,2.7,4.9,0.55,0.55,0.6,1.2,0.474,2,4.2,6.2,1.1,0.7,0.4,0.7,1.9,6
62,Andre Drummond\drumman01,C,24,DET,47,47,33.2,5.9,10.7,0.549,0,0.1,0,5.9,10.6,0.555,0.549,3,4.9,0.619,5,10.3,15.3,3.9,1.6,1.4,2.8,3.3,14.8
63,Giannis Antetokounmpo\antetgi01,PF,23,MIL,45,45,37.2,10.4,18.9,0.548,0.5,1.7,0.303,9.8,17.2,0.572,0.561,7.3,9.4,0.769,2.3,8,10.3,4.7,1.5,1.3,2.8,3.1,28.5
64,Anthony Davis\davisan02,PF,24,NOP,44,44,36.4,9.6,17.5,0.547,0.6,1.8,0.346,9,15.7,0.571,0.565,6.6,8,0.822,2.5,8.2,10.6,2.6,1.2,2.2,2,2,26.4
65,Tyler Zeller\zellety01,C,28,BRK,42,33,16.7,3,5.5,0.546,0.2,0.6,0.385,2.7,4.8,0.567,0.568,1,1.4,0.667,1.5,3.1,4.6,0.7,0.2,0.5,0.8,1.9,7.1
66,LeBron James\jamesle01,PF,33,CLE,50,50,37,10.2,18.7,0.545,1.7,4.9,0.35,8.5,13.8,0.614,0.59,4.5,6.1,0.744,1.2,6.8,7.9,8.7,1.6,1.1,4.5,1.6,26.6
67,Timofey Mozgov\mozgoti01,C,31,BRK,25,14,12.8,1.7,3.2,0.544,0.2,0.7,0.222,1.6,2.4,0.639,0.57,0.8,1,0.76,1.1,2.3,3.4,0.3,0.2,0.4,1.2,1.4,4.4
68,Dwight Howard\howardw01,C,32,CHO,50,50,31,5.9,10.8,0.543,0,0.1,0,5.9,10.7,0.546,0.543,4.2,7.7,0.554,3.5,9.2,12.7,1.4,0.7,1.7,3,3.2,16
69,Dakari Johnson\johnsda04,C,22,OKC,22,5,6,0.9,1.6,0.543,0,0,,0.9,1.6,0.543,0.543,0.4,0.6,0.571,0.5,0.7,1.2,0.4,0.3,0.3,0.1,1,2.1
70,Karl-Anthony Towns\townska01,C,22,MIN,54,54,35.3,7.4,13.7,0.539,1.4,3.6,0.401,5.9,10.1,0.588,0.591,3.6,4.3,0.841,2.9,9.3,12.1,2.3,0.8,1.5,2,3.3,19.8
71,Domantas Sabonis\sabondo01,C,21,IND,50,19,25.5,5,9.3,0.539,0.2,0.5,0.36,4.8,8.8,0.549,0.548,2.4,3.3,0.724,2.6,5.9,8.4,2.1,0.5,0.5,2,3,12.5
72,Andre Roberson\roberan03,SG,26,OKC,39,39,26.6,2.2,4.2,0.537,0.2,0.9,0.222,2,3.2,0.627,0.562,0.3,1,0.316,1.9,2.8,4.7,1.2,1.2,0.9,0.8,2.3,5
73,Trevor Booker\booketr01,PF,30,TOT,41,5,18,3,5.6,0.535,0.1,0.4,0.188,2.9,5.2,0.561,0.541,1.3,1.9,0.688,1.8,3.4,5.2,1.3,0.4,0.3,1.1,1.8,7.4
74,Richaun Holmes\holmeri01,C,24,PHI,26,2,15.2,2.8,5.2,0.533,0.1,0.8,0.136,2.7,4.3,0.611,0.544,0.7,1,0.692,1.2,3.2,4.4,1.1,0.4,0.4,0.6,2.3,6.3
75,Amir Johnson\johnsam01,C,30,PHI,45,9,15.3,1.9,3.6,0.531,0.1,0.4,0.25,1.8,3.2,0.562,0.543,0.8,1.3,0.603,1.8,2.8,4.5,1.4,0.6,0.7,0.8,2.7,4.7
76,Marcin Gortat\gortama01,C,33,WAS,50,50,26.5,3.7,7,0.53,0,0,,3.7,7,0.53,0.53,1.4,2.3,0.617,2.2,5.8,8,1.7,0.6,0.7,1.2,2.2,8.9
77,Bismack Biyombo\biyombi01,C,25,ORL,50,16,18.9,2.1,4,0.53,0,0,0,2.1,3.9,0.533,0.53,1.3,2,0.673,1.8,4,5.9,0.6,0.2,1.4,1.1,2.1,5.5
78,Robin Lopez\lopezro01,C,29,CHI,51,51,27.9,5.7,10.7,0.528,0,0.1,0.286,5.6,10.6,0.531,0.53,1.2,1.5,0.776,2.2,2.5,4.8,2,0.2,0.8,1.7,1.9,12.5
79,Ben Simmons\simmobe01,PG,21,PHI,47,47,35.1,7.1,13.4,0.528,0,0.2,0,7.1,13.2,0.537,0.528,2.5,4.5,0.561,1.7,6.1,7.8,7.3,1.8,0.9,3.8,2.9,16.7
80,Nerlens Noel\noelne01,C,23,DAL,18,6,12.5,1.6,2.9,0.528,0,0,,1.6,2.9,0.528,0.528,0.9,1.1,0.842,1.4,2.6,4.1,0.3,0.6,0.6,0.8,1.7,4
81,Daniel Theis\theisda01,C,25,BOS,50,2,13.8,1.9,3.6,0.528,0.3,0.9,0.319,1.6,2.6,0.603,0.57,0.9,1.1,0.772,1.3,2.9,4.3,0.8,0.5,0.7,1,2.5,4.9
82,Khem Birch\birchkh01,C,25,ORL,14,0,8.8,1.4,2.6,0.528,0,0,,1.4,2.6,0.528,0.528,0.6,1,0.571,1.4,1.5,2.9,0.5,0.4,0.5,0.4,1,3.3
83,David Nwaba\nwabada01,SG,25,CHI,39,3,22.3,2.6,5,0.526,0.1,0.4,0.294,2.5,4.6,0.547,0.538,1.8,3,0.598,1.2,3.4,4.5,1.2,0.8,0.5,0.9,2.1,7.2
84,Elfrid Payton\paytoel01,PG,23,ORL,41,41,28.9,5.4,10.4,0.522,0.6,1.5,0.403,4.8,8.9,0.542,0.552,1.7,2.7,0.618,1.1,3,4,6.2,1.4,0.3,2.6,2.3,13.1
85,Michael Beasley\beaslmi01,PF,29,NYK,45,7,19.7,5.2,10,0.522,0.4,1,0.409,4.8,9.1,0.534,0.542,1.9,2.5,0.759,1.3,3.8,5.2,1.3,0.4,0.5,1.9,1.8,12.8
86,Al Jefferson\jeffeal01,C,33,IND,23,0,14.3,3.1,5.9,0.522,0,0,0,3.1,5.9,0.526,0.522,0.7,0.9,0.8,0.8,3.5,4.3,0.8,0.4,0.5,0.7,2,6.9
87,T.J. McConnell\mccontj01,PG,25,PHI,42,1,24.6,3.2,6.2,0.521,0.4,1,0.45,2.8,5.3,0.534,0.556,0.5,0.7,0.821,0.5,2.8,3.3,4.5,1.3,0.2,2,1.9,7.5
88,Channing Frye\fryech01,C,34,CLE,41,1,12.1,1.9,3.7,0.52,0.7,1.9,0.367,1.2,1.8,0.685,0.615,0.3,0.3,1,0.2,2.1,2.3,0.7,0.3,0.3,0.4,1.3,4.9
89,Boban Marjanovic\marjabo01,C,29,DET,19,1,9,2.2,4.2,0.519,0,0,,2.2,4.2,0.519,0.519,1.9,2.4,0.8,0.8,2.2,3,0.7,0.2,0.3,1.2,1.5,6.2
90,E'Twaun Moore\mooreet01,SG,28,NOP,50,48,32.4,5.3,10.2,0.518,1.7,3.9,0.426,3.6,6.3,0.575,0.599,0.6,0.9,0.667,0.7,2.1,2.8,2.2,1,0.1,1.2,2.3,12.8
91,Eric Moreland\moreler01,PF,26,DET,42,1,11.6,0.7,1.3,0.518,0,0,,0.7,1.3,0.518,0.518,0.2,0.3,0.5,1.1,2.5,3.6,1.1,0.4,0.7,0.5,1.8,1.5
92,Kyle Anderson\anderky01,SF,24,SAS,45,39,27.6,3.1,6.1,0.516,0.2,0.6,0.379,2.9,5.4,0.533,0.537,1.6,2,0.795,1.2,4.8,5.9,2.7,1.4,0.8,1.4,1.5,8.1
93,Reggie Bullock\bullore01,SF,26,DET,34,24,24.2,3.4,6.5,0.516,1.6,3.6,0.451,1.7,2.9,0.596,0.64,0.3,0.4,0.643,0.4,1.6,1.9,1.2,0.8,0.2,0.5,1.2,8.6
94,Michael Kidd-Gilchrist\kiddgmi01,SF,24,CHO,43,43,26.3,4.3,8.4,0.515,0,0,0,4.3,8.4,0.518,0.515,1.7,2.4,0.683,1.2,3.4,4.6,1.1,0.8,0.6,0.6,2,10.3
95,Ekpe Udoh\udohek01,C,30,UTA,43,3,15.9,1.2,2.3,0.515,0,0,,1.2,2.3,0.515,0.515,0.8,1.1,0.735,1.3,1.4,2.7,1.1,0.9,1.3,0.3,2,3.2
96,Kenneth Faried\farieke01,PF,28,DEN,31,7,14.5,2.4,4.6,0.514,0,0,0,2.4,4.6,0.517,0.514,1.2,1.6,0.735,2.1,2.7,4.8,0.6,0.4,0.4,0.7,1.6,5.9
97,Trey Lyles\lylestr01,PF,22,DEN,46,2,20.8,4,8,0.508,1.4,3.3,0.427,2.7,4.7,0.565,0.596,1.5,2.2,0.68,0.9,4.3,5.2,1.2,0.5,0.4,0.9,1.6,11
98,Kevin Durant\duranke01,PF,29,GSW,43,43,34.7,9.1,18.1,0.506,2.5,6.2,0.408,6.6,11.9,0.557,0.575,4.8,5.4,0.885,0.5,6.3,6.9,5.6,0.9,2,3.1,2.2,25.6
99,Gorgui Dieng\dienggo01,C,28,MIN,51,0,18,2.6,5.1,0.506,0.3,0.9,0.295,2.3,4.3,0.548,0.531,1.2,1.5,0.769,1.3,3.3,4.6,1.1,0.7,0.5,0.8,1.8,6.6
